,A_i-1,A_i,evalA_i-1,evalA_i,B_i-1,B_i,evalB_i-1,evalB_i,C_i-1,C_i,evalC_i-1,evalC_i
7152,?,?,?,?,?,?,1,1,?,?,?,?
7153,?,?,?,?,?,?,1,0,?,?,?,?
7154,?,?,?,1,?,?,0,?,?,?,?,?
7155,?,?,1,1,?,?,?,?,?,?,?,?
7156,?,?,1,0,?,?,?,?,?,?,?,?
7157,?,?,0,0,?,?,?,?,?,?,?,?
7158,?,?,0,1,?,?,?,?,?,?,?,?
7159,?,?,?,?,?,?,?,?,?,?,0,0
7160,?,?,?,?,?,?,?,?,?,?,0,0
7161,?,?,?,?,?,?,?,?,?,?,0,0
7162,?,?,?,?,?,?,?,?,?,?,0,0
7163,?,?,?,?,?,?,?,?,?,?,0,0
7164,?,?,?,?,?,?,?,?,?,?,0,0
7165,?,?,?,?,?,?,?,?,?,?,0,1
7166,?,?,?,?,?,?,?,?,?,?,1,0
7167,?,?,?,?,?,?,?,?,?,?,0,0
7168,?,?,1,1,?,?,?,?,?,?,?,?
7169,?,?,1,1,?,?,?,?,?,?,?,?
7170,?,?,1,1,?,?,?,?,?,?,?,?
7171,?,?,1,1,?,?,?,?,?,?,?,?
7172,?,?,1,?,?,?,?,?,?,?,?,1
7173,?,?,?,?,?,?,?,?,?,?,1,1
7174,?,?,?,?,?,?,?,?,?,?,1,1
7175,?,?,?,?,?,?,?,?,?,?,1,0
7176,?,?,?,?,?,?,?,?,?,?,0,1
7177,?,?,?,1,?,?,?,?,?,?,1,?
7178,?,?,1,0,?,?,?,?,?,?,?,?
7179,?,?,0,1,?,?,?,?,?,?,?,?
7180,?,?,1,0,?,?,?,?,?,?,?,?
7181,?,?,0,0,?,?,?,?,?,?,?,?
7182,?,?,0,?,?,?,?,0,?,?,?,?
7183,?,?,?,?,?,?,0,1,?,?,?,?
7184,?,?,?,?,?,?,1,0,?,?,?,?
7185,?,?,?,?,?,?,0,1,?,?,?,?
7186,?,?,?,?,?,?,1,0,?,?,?,?
7187,?,?,0,0,?,?,?,?,?,?,?,?
7188,?,?,0,1,?,?,?,?,?,?,?,?
7189,?,?,1,1,?,?,?,?,?,?,?,?
7190,?,?,1,0,?,?,?,?,?,?,?,?
7191,?,?,0,1,?,?,?,?,?,?,?,?
7192,?,?,1,0,?,?,?,?,?,?,?,?
7193,?,?,0,1,?,?,?,?,?,?,?,?
7194,?,?,1,0,?,?,?,?,?,?,?,?
7195,?,?,0,1,?,?,?,?,?,?,?,?
7196,?,?,?,?,?,?,?,?,?,?,0,0
7197,?,?,?,?,?,?,?,?,?,?,0,1
7198,?,?,?,?,?,?,?,?,?,?,1,0
7199,?,?,?,?,?,?,?,?,?,?,0,1
7200,?,?,0,1,?,?,?,?,?,?,?,?
7201,?,?,1,1,?,?,?,?,?,?,?,?
7202,?,?,1,1,?,?,?,?,?,?,?,?
7203,?,?,1,1,?,?,?,?,?,?,?,?
7204,?,?,1,?,?,?,?,?,?,?,?,0
7205,?,?,?,?,?,?,?,?,?,?,0,0
7206,?,?,?,?,?,?,?,?,?,?,0,1
7207,?,?,?,?,?,?,?,?,?,?,1,0
7208,?,?,?,?,?,?,?,?,?,?,0,0
7209,?,?,?,?,?,?,?,?,?,?,0,0
7210,?,?,?,?,?,?,?,?,?,?,0,0
7211,?,?,?,?,?,?,?,?,?,?,0,0
7212,?,?,?,?,?,?,?,?,?,?,0,1
7213,?,?,?,?,?,?,?,?,?,?,1,0
7214,?,?,?,?,?,?,?,1,?,?,0,?
7215,?,?,?,?,?,?,1,1,?,?,?,?
7216,?,?,?,?,?,?,1,1,?,?,?,?
7217,?,?,?,?,?,?,1,1,?,?,?,?
7218,?,?,?,?,?,?,1,1,?,?,?,?
7219,?,?,?,?,?,?,1,1,?,?,?,?
7220,?,?,?,?,?,?,1,1,?,?,?,?
7221,?,?,?,?,?,?,1,1,?,?,?,?
7222,?,?,?,?,?,?,1,1,?,?,?,?
7223,?,?,1,1,?,?,?,?,?,?,?,?
7224,?,?,1,0,?,?,?,?,?,?,?,?
7225,?,?,0,0,?,?,?,?,?,?,?,?
7226,?,?,0,0,?,?,?,?,?,?,?,?
7227,?,?,0,?,?,?,?,0,?,?,?,?
7228,?,?,?,?,?,?,0,0,?,?,?,?
7229,?,?,?,?,?,?,0,1,?,?,?,?
7230,?,?,?,?,?,?,1,0,?,?,?,?
7231,?,?,?,?,?,?,0,1,?,?,?,?
7232,?,?,?,?,?,?,1,1,?,?,?,?
7233,?,?,?,?,?,?,1,1,?,?,?,?
7234,?,?,?,?,?,?,1,0,?,?,?,?
7235,?,?,?,?,?,?,0,0,?,?,?,?
7236,?,?,?,?,?,?,0,1,?,?,?,?
7237,?,?,?,?,?,?,1,0,?,?,?,?
7238,?,?,?,?,?,?,0,0,?,?,?,?
7239,?,?,?,?,?,?,0,1,?,?,?,?
7240,?,?,?,?,?,?,1,1,?,?,?,?
7241,?,?,?,?,?,?,1,0,?,?,?,?
7242,?,?,1,1,?,?,?,?,?,?,?,?
7243,?,?,1,1,?,?,?,?,?,?,?,?
7244,?,?,1,0,?,?,?,?,?,?,?,?
7245,?,?,0,0,?,?,?,?,?,?,?,?
7246,?,?,0,0,?,?,?,?,?,?,?,?
7247,?,?,0,1,?,?,?,?,?,?,?,?
7248,?,?,1,0,?,?,?,?,?,?,?,?
7249,?,?,0,0,?,?,?,?,?,?,?,?
7250,?,?,0,?,?,?,?,?,?,?,?,0
7251,?,?,?,?,?,?,?,?,?,?,0,0
7252,?,?,?,?,?,?,?,?,?,?,0,0
7253,?,?,?,?,?,?,?,?,?,?,0,0
7254,?,?,?,?,?,?,?,?,?,?,0,0
7255,?,?,?,1,?,?,?,?,?,?,0,?
7256,?,?,1,0,?,?,?,?,?,?,?,?
7257,?,?,0,0,?,?,?,?,?,?,?,?
7258,?,?,0,0,?,?,?,?,?,?,?,?
7259,?,?,0,0,?,?,?,?,?,?,?,?
7260,?,?,0,0,?,?,?,?,?,?,?,?
7261,?,?,0,1,?,?,?,?,?,?,?,?
7262,?,?,1,1,?,?,?,?,?,?,?,?
7263,?,?,1,1,?,?,?,?,?,?,?,?
7264,?,?,1,?,?,?,?,0,?,?,?,?
7265,?,?,?,?,?,?,0,0,?,?,?,?
7266,?,?,?,?,?,?,0,1,?,?,?,?
7267,?,?,?,?,?,?,1,1,?,?,?,?
7268,?,?,?,?,?,?,1,0,?,?,?,?
7269,?,?,?,?,?,?,0,1,?,?,?,?
7270,?,?,?,?,?,?,1,0,?,?,?,?
7271,?,?,?,?,?,?,0,0,?,?,?,?
7272,?,?,?,?,?,?,0,1,?,?,?,?
7273,?,?,?,?,?,?,?,?,?,?,0,1
7274,?,?,?,?,?,?,?,?,?,?,1,0
7275,?,?,?,?,?,?,?,?,?,?,0,1
7276,?,?,?,?,?,?,?,?,?,?,1,1
7277,?,?,?,?,?,?,?,1,?,?,1,?
7278,?,?,?,?,?,?,1,1,?,?,?,?
7279,?,?,?,?,?,?,1,1,?,?,?,?
7280,?,?,?,?,?,?,1,1,?,?,?,?
7281,?,?,?,?,?,?,1,1,?,?,?,?
7282,?,?,?,?,?,?,1,?,?,?,?,0
7283,?,?,?,?,?,?,?,?,?,?,0,0
7284,?,?,?,?,?,?,?,?,?,?,0,1
7285,?,?,?,?,?,?,?,?,?,?,1,1
7286,?,?,?,?,?,?,?,?,?,?,1,1
7287,?,?,?,?,?,?,?,1,?,?,1,?
7288,?,?,?,?,?,?,1,1,?,?,?,?
7289,?,?,?,?,?,?,1,1,?,?,?,?
7290,?,?,?,?,?,?,1,1,?,?,?,?
7291,?,?,?,?,?,?,1,1,?,?,?,?
7292,?,?,?,?,?,?,1,?,?,?,?,1
7293,?,?,?,?,?,?,?,?,?,?,1,1
7294,?,?,?,?,?,?,?,?,?,?,1,0
7295,?,?,?,?,?,?,?,?,?,?,0,0
7296,?,?,?,?,?,?,?,?,?,?,0,0
7297,?,?,?,?,?,?,?,?,?,?,0,0
7298,?,?,?,?,?,?,?,?,?,?,0,0
7299,?,?,?,?,?,?,?,?,?,?,0,1
7300,?,?,?,?,?,?,?,?,?,?,1,1
7301,?,?,?,?,?,?,?,?,?,?,1,1
7302,?,?,0,1,?,?,?,?,?,?,?,?
7303,?,?,1,0,?,?,?,?,?,?,?,?
7304,?,?,0,0,?,?,?,?,?,?,?,?
7305,?,?,0,1,?,?,?,?,?,?,?,?
7306,?,?,1,0,?,?,?,?,?,?,?,?
7307,?,?,0,1,?,?,?,?,?,?,?,?
7308,?,?,1,0,?,?,?,?,?,?,?,?
7309,?,?,0,0,?,?,?,?,?,?,?,?
7310,?,?,0,1,?,?,?,?,?,?,?,?
7311,?,?,1,?,?,?,?,?,?,?,?,0
7312,?,?,?,?,?,?,?,?,?,?,0,0
7313,?,?,?,?,?,?,?,?,?,?,0,0
7314,?,?,?,?,?,?,?,?,?,?,0,0
7315,?,?,?,?,?,?,?,?,?,?,0,0
7316,?,?,?,?,?,?,?,1,?,?,0,?
7317,?,?,?,?,?,?,1,1,?,?,?,?
7318,?,?,?,?,?,?,1,0,?,?,?,?
7319,?,?,?,?,?,?,0,1,?,?,?,?
7320,?,?,?,?,?,?,1,1,?,?,?,?
7321,?,?,0,0,?,?,?,?,?,?,?,?
7322,?,?,0,0,?,?,?,?,?,?,?,?
7323,?,?,0,0,?,?,?,?,?,?,?,?
7324,?,?,0,0,?,?,?,?,?,?,?,?
7325,?,?,0,?,?,?,?,?,?,?,?,0
7326,?,?,?,?,?,?,?,?,?,?,0,0
7327,?,?,?,?,?,?,?,?,?,?,0,0
7328,?,?,?,?,?,?,?,?,?,?,0,0
7329,?,?,?,?,?,?,?,?,?,?,0,0
7330,?,?,?,?,?,?,?,0,?,?,0,?
7331,?,?,?,?,?,?,0,1,?,?,?,?
7332,?,?,?,?,?,?,1,0,?,?,?,?
7333,?,?,?,?,?,?,0,1,?,?,?,?
7334,?,?,?,?,?,?,1,0,?,?,?,?
7335,?,?,1,0,?,?,?,?,?,?,?,?
7336,?,?,0,1,?,?,?,?,?,?,?,?
7337,?,?,1,1,?,?,?,?,?,?,?,?
7338,?,?,1,1,?,?,?,?,?,?,?,?
7339,?,?,1,?,?,?,?,?,?,?,?,1
7340,?,?,?,?,?,?,?,?,?,?,1,1
7341,?,?,?,?,?,?,?,?,?,?,1,0
7342,?,?,?,?,?,?,?,?,?,?,0,1
7343,?,?,?,?,?,?,?,?,?,?,1,0
7344,?,?,?,0,?,?,?,?,?,?,0,?
7345,?,?,0,1,?,?,?,?,?,?,?,?
7346,?,?,1,0,?,?,?,?,?,?,?,?
7347,?,?,0,1,?,?,?,?,?,?,?,?
7348,?,?,1,0,?,?,?,?,?,?,?,?
7349,?,?,0,1,?,?,?,?,?,?,?,?
7350,?,?,1,0,?,?,?,?,?,?,?,?
7351,?,?,0,1,?,?,?,?,?,?,?,?
7352,?,?,1,1,?,?,?,?,?,?,?,?
7353,?,?,1,1,?,?,?,?,?,?,?,?
7354,?,?,1,?,?,?,?,?,?,?,?,1
7355,?,?,?,?,?,?,?,?,?,?,1,1
7356,?,?,?,?,?,?,?,?,?,?,1,1
7357,?,?,?,?,?,?,?,?,?,?,1,0
7358,?,?,?,?,?,?,?,?,?,?,0,1
7359,?,?,?,?,?,?,?,?,?,?,0,0
7360,?,?,?,?,?,?,?,?,?,?,0,1
7361,?,?,?,?,?,?,?,?,?,?,1,0
7362,?,?,?,?,?,?,?,?,?,?,0,1
7363,?,?,?,?,?,?,?,?,?,?,1,0
7364,?,?,?,?,?,?,?,?,?,?,0,0
7365,?,?,?,?,?,?,?,?,?,?,0,0
7366,?,?,?,?,?,?,?,?,?,?,0,0
7367,?,?,?,?,?,?,?,?,?,?,0,0
7368,?,?,1,0,?,?,?,?,?,?,?,?
7369,?,?,0,1,?,?,?,?,?,?,?,?
7370,?,?,1,1,?,?,?,?,?,?,?,?
7371,?,?,1,1,?,?,?,?,?,?,?,?
7372,?,?,1,?,?,?,?,?,?,?,?,0
7373,?,?,?,?,?,?,?,?,?,?,0,0
7374,?,?,?,?,?,?,?,?,?,?,0,0
7375,?,?,?,?,?,?,?,?,?,?,0,1
7376,?,?,?,?,?,?,?,?,?,?,1,1
7377,?,?,?,0,?,?,?,?,?,?,1,?
7378,?,?,0,1,?,?,?,?,?,?,?,?
7379,?,?,1,1,?,?,?,?,?,?,?,?
7380,?,?,1,1,?,?,?,?,?,?,?,?
7381,?,?,1,1,?,?,?,?,?,?,?,?
7382,?,?,?,?,?,?,0,0,?,?,?,?
7383,?,?,?,?,?,?,0,1,?,?,?,?
7384,?,?,?,?,?,?,1,0,?,?,?,?
7385,?,?,?,?,?,?,0,0,?,?,?,?
7386,?,?,?,?,?,?,0,?,?,?,?,1
7387,?,?,?,?,?,?,?,?,?,?,1,1
7388,?,?,?,?,?,?,?,?,?,?,1,1
7389,?,?,?,?,?,?,?,?,?,?,1,0
7390,?,?,?,?,?,?,?,?,?,?,0,0
7391,?,?,1,1,?,?,?,?,?,?,?,?
7392,?,?,1,1,?,?,?,?,?,?,?,?
7393,?,?,1,0,?,?,?,?,?,?,?,?
7394,?,?,0,1,?,?,?,?,?,?,?,?
7395,?,?,1,?,?,?,?,0,?,?,?,?
7396,?,?,?,?,?,?,0,0,?,?,?,?
7397,?,?,?,?,?,?,0,1,?,?,?,?
7398,?,?,?,?,?,?,1,1,?,?,?,?
7399,?,?,?,?,?,?,1,0,?,?,?,?
7400,?,?,?,?,?,?,0,?,?,?,?,0
7401,?,?,?,?,?,?,?,?,?,?,0,0
7402,?,?,?,?,?,?,?,?,?,?,0,1
7403,?,?,?,?,?,?,?,?,?,?,1,0
7404,?,?,?,?,?,?,?,?,?,?,0,1
7405,?,?,?,?,?,?,?,?,?,?,1,0
7406,?,?,?,?,?,?,?,?,?,?,0,0
7407,?,?,?,?,?,?,?,?,?,?,0,1
7408,?,?,?,?,?,?,?,?,?,?,1,0
7409,?,?,?,?,?,?,?,?,?,?,0,0
7410,?,?,0,1,?,?,?,?,?,?,?,?
7411,?,?,1,1,?,?,?,?,?,?,?,?
7412,?,?,1,1,?,?,?,?,?,?,?,?
7413,?,?,1,0,?,?,?,?,?,?,?,?
7414,?,?,0,?,?,?,?,0,?,?,?,?
7415,?,?,?,?,?,?,0,1,?,?,?,?
7416,?,?,?,?,?,?,1,1,?,?,?,?
7417,?,?,?,?,?,?,1,1,?,?,?,?
7418,?,?,?,?,?,?,1,0,?,?,?,?
7419,?,?,?,?,?,?,0,?,?,?,?,0
7420,?,?,?,?,?,?,?,?,?,?,0,0
7421,?,?,?,?,?,?,?,?,?,?,0,1
7422,?,?,?,?,?,?,?,?,?,?,1,1
7423,?,?,?,?,?,?,?,?,?,?,1,0
7424,?,?,?,?,?,?,0,1,?,?,?,?
7425,?,?,?,?,?,?,1,1,?,?,?,?
7426,?,?,?,?,?,?,1,1,?,?,?,?
7427,?,?,?,?,?,?,1,0,?,?,?,?
7428,?,?,?,?,?,?,?,?,?,?,0,0
7429,?,?,?,?,?,?,?,?,?,?,0,0
7430,?,?,?,?,?,?,?,?,?,?,0,0
7431,?,?,?,?,?,?,?,?,?,?,0,1
7432,?,?,?,1,?,?,?,?,?,?,1,?
7433,?,?,1,1,?,?,?,?,?,?,?,?
7434,?,?,1,1,?,?,?,?,?,?,?,?
7435,?,?,1,0,?,?,?,?,?,?,?,?
7436,?,?,0,1,?,?,?,?,?,?,?,?
7437,?,?,1,?,?,?,?,1,?,?,?,?
7438,?,?,?,?,?,?,1,1,?,?,?,?
7439,?,?,?,?,?,?,1,1,?,?,?,?
7440,?,?,?,?,?,?,1,0,?,?,?,?
7441,?,?,?,?,?,?,0,1,?,?,?,?
7442,?,?,?,1,?,?,1,?,?,?,?,?
7443,?,?,1,0,?,?,?,?,?,?,?,?
7444,?,?,0,1,?,?,?,?,?,?,?,?
7445,?,?,1,1,?,?,?,?,?,?,?,?
7446,?,?,1,0,?,?,?,?,?,?,?,?
7447,?,?,0,?,?,?,?,?,?,?,?,1
7448,?,?,?,?,?,?,?,?,?,?,1,1
7449,?,?,?,?,?,?,?,?,?,?,1,0
7450,?,?,?,?,?,?,?,?,?,?,0,0
7451,?,?,?,?,?,?,?,?,?,?,0,0
7452,?,?,?,?,?,?,?,?,?,?,0,0
7453,?,?,?,?,?,?,?,?,?,?,0,1
7454,?,?,?,?,?,?,?,?,?,?,1,1
7455,?,?,?,?,?,?,?,?,?,?,1,1
7456,?,?,?,?,?,?,?,?,?,?,1,0
7457,?,?,?,?,?,?,0,0,?,?,?,?
7458,?,?,?,?,?,?,0,1,?,?,?,?
7459,?,?,?,?,?,?,1,1,?,?,?,?
7460,?,?,?,?,?,?,1,1,?,?,?,?
7461,?,?,?,?,?,?,1,0,?,?,?,?
7462,?,?,?,?,?,?,0,1,?,?,?,?
7463,?,?,?,?,?,?,1,1,?,?,?,?
7464,?,?,?,?,?,?,1,0,?,?,?,?
7465,?,?,?,?,?,?,0,1,?,?,?,?
7466,?,?,?,?,?,?,1,0,?,?,?,?
7467,?,?,?,?,?,?,0,1,?,?,?,?
7468,?,?,?,?,?,?,1,1,?,?,?,?
7469,?,?,?,?,?,?,1,1,?,?,?,?
7470,?,?,?,?,?,?,1,0,?,?,?,?
7471,?,?,?,1,?,?,0,?,?,?,?,?
7472,?,?,1,1,?,?,?,?,?,?,?,?
7473,?,?,1,1,?,?,?,?,?,?,?,?
7474,?,?,1,1,?,?,?,?,?,?,?,?
7475,?,?,1,1,?,?,?,?,?,?,?,?
7476,?,?,1,1,?,?,?,?,?,?,?,?
7477,?,?,1,1,?,?,?,?,?,?,?,?
7478,?,?,1,1,?,?,?,?,?,?,?,?
7479,?,?,1,1,?,?,?,?,?,?,?,?
7480,?,?,1,0,?,?,?,?,?,?,?,?
7481,?,?,0,?,?,?,?,1,?,?,?,?
7482,?,?,?,?,?,?,1,0,?,?,?,?
7483,?,?,?,?,?,?,0,1,?,?,?,?
7484,?,?,?,?,?,?,1,1,?,?,?,?
7485,?,?,?,?,?,?,1,0,?,?,?,?
7486,?,?,?,?,?,?,?,?,?,?,0,1
7487,?,?,?,?,?,?,?,?,?,?,1,1
7488,?,?,?,?,?,?,?,?,?,?,1,1
7489,?,?,?,?,?,?,?,?,?,?,1,1
7490,?,?,?,?,?,?,?,1,?,?,1,?
7491,?,?,?,?,?,?,1,1,?,?,?,?
7492,?,?,?,?,?,?,1,1,?,?,?,?
7493,?,?,?,?,?,?,1,0,?,?,?,?
7494,?,?,?,?,?,?,0,1,?,?,?,?
7495,?,?,?,?,?,?,1,1,?,?,?,?
7496,?,?,?,?,?,?,1,1,?,?,?,?
7497,?,?,?,?,?,?,1,1,?,?,?,?
7498,?,?,?,?,?,?,1,0,?,?,?,?
7499,?,?,?,?,?,?,0,1,?,?,?,?
7500,?,?,?,?,?,?,1,0,?,?,?,?
7501,?,?,?,?,?,?,0,1,?,?,?,?
7502,?,?,?,?,?,?,1,0,?,?,?,?
7503,?,?,?,?,?,?,0,0,?,?,?,?
7504,?,?,?,1,?,?,0,?,?,?,?,?
7505,?,?,1,0,?,?,?,?,?,?,?,?
7506,?,?,0,1,?,?,?,?,?,?,?,?
7507,?,?,1,0,?,?,?,?,?,?,?,?
7508,?,?,0,0,?,?,?,?,?,?,?,?
7509,?,?,0,?,?,?,?,1,?,?,?,?
7510,?,?,?,?,?,?,1,1,?,?,?,?
7511,?,?,?,?,?,?,1,1,?,?,?,?
7512,?,?,?,?,?,?,1,1,?,?,?,?
7513,?,?,?,?,?,?,1,1,?,?,?,?
7514,?,?,?,?,?,?,1,?,?,?,?,1
7515,?,?,?,?,?,?,?,?,?,?,1,1
7516,?,?,?,?,?,?,?,?,?,?,1,1
7517,?,?,?,?,?,?,?,?,?,?,1,1
7518,?,?,?,?,?,?,?,?,?,?,1,0
7519,?,?,?,?,?,?,?,?,?,?,0,1
7520,?,?,?,?,?,?,?,?,?,?,1,1
7521,?,?,?,?,?,?,?,?,?,?,1,1
7522,?,?,?,?,?,?,?,?,?,?,1,1
7523,?,?,?,?,?,?,?,?,?,?,1,0
7524,?,?,?,?,?,?,?,?,?,?,0,0
7525,?,?,?,?,?,?,?,?,?,?,0,1
7526,?,?,?,?,?,?,?,?,?,?,1,1
7527,?,?,?,?,?,?,?,?,?,?,1,1
7528,?,?,?,?,?,?,?,1,?,?,1,?
7529,?,?,?,?,?,?,1,0,?,?,?,?
7530,?,?,?,?,?,?,0,0,?,?,?,?
7531,?,?,?,?,?,?,0,1,?,?,?,?
7532,?,?,?,?,?,?,1,0,?,?,?,?
7533,?,?,?,?,?,?,?,?,?,?,0,0
7534,?,?,?,?,?,?,?,?,?,?,0,0
7535,?,?,?,?,?,?,?,?,?,?,0,0
7536,?,?,?,?,?,?,?,?,?,?,0,0
7537,?,?,?,?,?,?,?,?,?,?,0,0
7538,?,?,?,?,?,?,?,?,?,?,0,0
7539,?,?,?,?,?,?,?,?,?,?,0,1
7540,?,?,?,?,?,?,?,?,?,?,1,0
7541,?,?,?,?,?,?,?,?,?,?,0,0
7542,?,?,?,?,?,?,?,?,?,?,0,0
7543,?,?,?,?,?,?,?,?,?,?,0,0
7544,?,?,?,?,?,?,?,?,?,?,0,0
7545,?,?,?,?,?,?,?,?,?,?,0,0
7546,?,?,?,?,?,?,?,?,?,?,0,1
7547,?,?,?,1,?,?,?,?,?,?,1,?
7548,?,?,1,0,?,?,?,?,?,?,?,?
7549,?,?,0,1,?,?,?,?,?,?,?,?
7550,?,?,1,1,?,?,?,?,?,?,?,?
7551,?,?,1,0,?,?,?,?,?,?,?,?
7552,?,?,?,?,?,?,?,?,?,?,0,0
7553,?,?,?,?,?,?,?,?,?,?,0,1
7554,?,?,?,?,?,?,?,?,?,?,1,1
7555,?,?,?,?,?,?,?,?,?,?,1,0
7556,?,?,?,?,?,?,?,?,?,?,1,1
7557,?,?,?,?,?,?,?,?,?,?,1,1
7558,?,?,?,?,?,?,?,?,?,?,1,1
7559,?,?,?,?,?,?,?,?,?,?,1,1
7560,?,?,?,1,?,?,?,?,?,?,1,?
7561,?,?,1,0,?,?,?,?,?,?,?,?
7562,?,?,0,0,?,?,?,?,?,?,?,?
7563,?,?,0,1,?,?,?,?,?,?,?,?
7564,?,?,1,1,?,?,?,?,?,?,?,?
7565,?,?,1,?,?,?,?,0,?,?,?,?
7566,?,?,?,?,?,?,0,0,?,?,?,?
7567,?,?,?,?,?,?,0,1,?,?,?,?
7568,?,?,?,?,?,?,1,0,?,?,?,?
7569,?,?,?,?,?,?,0,0,?,?,?,?
7570,?,?,?,?,?,?,0,1,?,?,?,?
7571,?,?,?,?,?,?,1,0,?,?,?,?
7572,?,?,?,?,?,?,0,0,?,?,?,?
7573,?,?,?,?,?,?,0,1,?,?,?,?
7574,?,?,?,?,?,?,1,0,?,?,?,?
7575,?,?,?,1,?,?,0,?,?,?,?,?
7576,?,?,1,0,?,?,?,?,?,?,?,?
7577,?,?,0,0,?,?,?,?,?,?,?,?
7578,?,?,0,1,?,?,?,?,?,?,?,?
7579,?,?,1,0,?,?,?,?,?,?,?,?
7580,?,?,?,?,?,?,?,?,?,?,1,0
7581,?,?,?,?,?,?,?,?,?,?,0,0
7582,?,?,?,?,?,?,?,?,?,?,0,0
7583,?,?,?,?,?,?,?,?,?,?,0,0
7584,?,?,0,0,?,?,?,?,?,?,?,?
7585,?,?,0,0,?,?,?,?,?,?,?,?
7586,?,?,0,0,?,?,?,?,?,?,?,?
7587,?,?,0,0,?,?,?,?,?,?,?,?
7588,?,?,0,?,?,?,?,1,?,?,?,?
7589,?,?,?,?,?,?,1,0,?,?,?,?
7590,?,?,?,?,?,?,0,1,?,?,?,?
7591,?,?,?,?,?,?,1,1,?,?,?,?
7592,?,?,?,?,?,?,1,0,?,?,?,?
7593,?,?,?,?,?,?,0,?,?,?,?,0
7594,?,?,?,?,?,?,?,?,?,?,0,0
7595,?,?,?,?,?,?,?,?,?,?,0,0
7596,?,?,?,?,?,?,?,?,?,?,0,0
7597,?,?,?,?,?,?,?,?,?,?,0,1
7598,?,?,?,?,?,?,?,?,?,?,1,0
7599,?,?,?,?,?,?,?,?,?,?,0,1
7600,?,?,?,?,?,?,?,?,?,?,1,1
7601,?,?,?,?,?,?,?,?,?,?,1,0
7602,?,?,?,?,?,?,?,?,?,?,0,1
7603,?,?,?,?,?,?,?,0,?,?,1,?
7604,?,?,?,?,?,?,0,0,?,?,?,?
7605,?,?,?,?,?,?,0,1,?,?,?,?
7606,?,?,?,?,?,?,1,1,?,?,?,?
7607,?,?,?,?,?,?,1,0,?,?,?,?
7608,?,?,?,?,?,?,0,1,?,?,?,?
7609,?,?,?,?,?,?,1,1,?,?,?,?
7610,?,?,?,?,?,?,1,1,?,?,?,?
7611,?,?,?,?,?,?,1,1,?,?,?,?
7612,?,?,?,?,?,?,1,1,?,?,?,?
7613,?,?,?,0,?,?,1,?,?,?,?,?
7614,?,?,0,1,?,?,?,?,?,?,?,?
7615,?,?,1,0,?,?,?,?,?,?,?,?
7616,?,?,0,0,?,?,?,?,?,?,?,?
7617,?,?,0,1,?,?,?,?,?,?,?,?
7618,?,?,0,1,?,?,?,?,?,?,?,?
7619,?,?,1,0,?,?,?,?,?,?,?,?
7620,?,?,0,1,?,?,?,?,?,?,?,?
7621,?,?,1,1,?,?,?,?,?,?,?,?
7622,?,?,1,?,?,?,?,0,?,?,?,?
7623,?,?,?,?,?,?,0,0,?,?,?,?
7624,?,?,?,?,?,?,0,1,?,?,?,?
7625,?,?,?,?,?,?,1,0,?,?,?,?
7626,?,?,?,?,?,?,0,0,?,?,?,?
7627,?,?,?,0,?,?,0,?,?,?,?,?
7628,?,?,0,0,?,?,?,?,?,?,?,?
7629,?,?,0,1,?,?,?,?,?,?,?,?
7630,?,?,1,1,?,?,?,?,?,?,?,?
7631,?,?,1,1,?,?,?,?,?,?,?,?
7632,?,?,1,0,?,?,?,?,?,?,?,?
7633,?,?,0,1,?,?,?,?,?,?,?,?
7634,?,?,1,1,?,?,?,?,?,?,?,?
7635,?,?,1,1,?,?,?,?,?,?,?,?
7636,?,?,1,?,?,?,?,0,?,?,?,?
7637,?,?,?,?,?,?,0,1,?,?,?,?
7638,?,?,?,?,?,?,1,0,?,?,?,?
7639,?,?,?,?,?,?,0,1,?,?,?,?
7640,?,?,?,?,?,?,1,1,?,?,?,?
7641,?,?,?,?,?,?,1,?,?,?,?,1
7642,?,?,?,?,?,?,?,?,?,?,1,1
7643,?,?,?,?,?,?,?,?,?,?,1,1
7644,?,?,?,?,?,?,?,?,?,?,1,0
7645,?,?,?,?,?,?,?,?,?,?,0,0
7646,?,?,?,?,?,?,?,?,?,?,0,0
7647,?,?,?,?,?,?,?,?,?,?,0,0
7648,?,?,?,?,?,?,?,?,?,?,0,0
7649,?,?,?,?,?,?,?,?,?,?,0,1
7650,?,?,?,?,?,?,?,?,?,?,1,1
7651,?,?,?,1,?,?,?,?,?,?,1,?
7652,?,?,1,0,?,?,?,?,?,?,?,?
7653,?,?,0,1,?,?,?,?,?,?,?,?
7654,?,?,1,1,?,?,?,?,?,?,?,?
7655,?,?,1,1,?,?,?,?,?,?,?,?
7656,?,?,?,?,?,?,0,1,?,?,?,?
7657,?,?,?,?,?,?,1,1,?,?,?,?
7658,?,?,?,?,?,?,1,1,?,?,?,?
7659,?,?,?,?,?,?,1,0,?,?,?,?
7660,?,?,?,?,?,?,1,0,?,?,?,?
7661,?,?,?,?,?,?,0,0,?,?,?,?
7662,?,?,?,?,?,?,0,0,?,?,?,?
7663,?,?,?,?,?,?,0,0,?,?,?,?
7664,?,?,?,?,?,?,0,1,?,?,?,?
7665,?,?,?,?,?,?,1,1,?,?,?,?
7666,?,?,?,?,?,?,1,1,?,?,?,?
